stream_func,1,284221258,284185841,284243418,2357,2305,2267,1376,1361,1366,15,15,15,11,10,14,761,759,761,53,64,95
tuned_STREAM_Copy,2,358251,358301,359159,199,145,162,19,19,19,1,0,1,0,0,0,40,49,70,4,4,6
tuned_STREAM_Scale,3,137805,137522,138504,144,90,106,9,9,9,1,0,1,0,0,0,19,23,35,3,2,3
tuned_STREAM_Triad,4,28583,28547,28957,66,41,46,4,4,4,0,0,0,0,0,0,3,3,5,2,2,3
tuned_STREAM_Triad,4,28272,28217,28205,27,18,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tuned_STREAM_Add,3,137781,138021,137940,12,17,6,5,5,5,0,0,0,0,0,0,5,5,5,0,1,0
tuned_STREAM_Triad,4,28075,28087,28038,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tuned_STREAM_Triad,4,28059,28071,28062,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Copy,2,353292,353419,353309,6,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Scale,3,135011,135061,135021,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28038,28050,28050,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28058,28070,28055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Add,3,136990,137005,136989,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28039,28039,28038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28058,28058,28054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Copy,2,353215,353351,353235,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Scale,3,134995,135078,135025,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28038,28074,28050,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28057,28067,28052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Add,3,136986,136983,136983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28038,28038,28038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28058,28057,28054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Copy,2,353486,353242,353255,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Scale,3,134985,134983,135001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28038,28038,28038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28057,28055,28052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Add,3,136984,137003,137027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28038,28038,28058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28057,28057,28054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Copy,2,353485,353224,353202,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Scale,3,134985,134983,134992,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned_STREAM_Triad,4,28038,28038,28038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
